Screen Name,Tweet ID,Dates,Tweets
mtechtips,528150654607298560,10/31/2014,"Photo: MTECHTIPS:-NYMEX crude oil weakens slightly in Asia with demand from China eyed   Crude oil prices... http://t.co/WSkWU0tIBo"
WSJMoneyBeat,528236555216105473,10/31/2014,"RT @KevinKingsbury: MoneyGram feels Wal-Mart sting, but its stock feels it even more. $MGI $WMT http://t.co/xkV4ut3EiQ via @WSJMoneyBeat"
OilBRK,528238725809975297,10/31/2014,"Growth in Global Total Debt sustained a High Oil Price and delayed the Bakken “Red Queen”: The sayin... http://t.co/pV6sdJGd9k #Oil #BRK"
WorldOil,528269327615549441,10/31/2014,"RT @Gas_Processing: COLUMN: Learn why the collapse in global oil prices is now eroding the appeal of US exports of LNG to Asia.http://t.co…"
OriginOil,528634590345584640,11/1/2014,"Mega-Fracking - This chart says it all. It's the daily price of U.S. WTI crude oil blend as of yesterday's close http://t.co/Jkb5c0fRBG"
OilGasMalaysia,528735599449341952,11/2/2014,"Petronas to drop unfeasible contracts as oil prices drop, warns CEO - The Malaysian Insider http://t.co/cJ81vQdaf0"
OriginOil,528887694655778817,11/2/2014,"Mega-Fracking - This chart says it all. It's the daily price of U.S. WTI crude oil blend as of yesterday's close http://t.co/Jkb5c0fRBG"
EconBizFin,529038643579867136,11/2/2014,"Such a dramatic fall in the price of crude oil has global consequences. Who wins, who loses? http://t.co/pilq55Xayx http://t.co/f6uM31fYaP"
OilBRK,529265651286675458,11/3/2014,"Growth in Global Total Debt sustained a High Oil Price and delayed the Bakken “Red Queen”: In this p... http://t.co/5WxQiikmCC #Oil #BRK"
OilVoice,529269997089345536,11/3/2014,"U.S. gasoline prices move with Brent rather than WTI crude oil http://t.co/T69vb5afw9"
oilandgasnews,529306064920252416,11/3/2014,"Funding for oil and gas sector to suffer if brent prices keep falling  http://t.co/7fDMqyhAR9"
BloombergNews,529358468231491585,11/3/2014,"ALERT: U.S. crude oil futures drop below $80 a barrel: http://t.co/na0EVkdBWY"
OilBRK,529379685717667840,11/3/2014,"5 energy stocks to buy after oil meltdown: Energy stocks have been beaten down by tumbling oil price... http://t.co/3Zc7XioL6w #Oil #BRK"
oilandgasnews,529396909484806145,11/3/2014,"RT @WSJmarkets: Oil prices drop to a two-year low after Saudi Arabia cut its selling price: http://t.co/DKRRbHspbh http://t.co/G2vXqTO0aW"
theoilprice,529545081783463936,11/4/2014,"Oil price fll threatens US oil producers http://t.co/SM8lXONOlj"
EconBizFin,529575550692888577,11/4/2014,"Such a dramatic fall in the price of crude oil has global consequences. Who wins, who loses? http://t.co/6YgBDNc9vZ http://t.co/dmjCFVVMkJ"
OilGasMalaysia,529577510686961664,11/4/2014,"Lower oil price has little impact on Malaysia's external trade - The Rakyat Post http://t.co/US8h0yp2f8"
malaysiakini,529578747163197440,11/4/2014,"RT @Kinibiz: M’sia trade surplus to benefit from falling oil prices http://t.co/yBol4YaRLJ"
OilBRK,529582038097997824,11/4/2014,"Oil falls below $84 as Saudi Arabia cuts U.S. prices: Brent crude oil fell below $84 a barrel on Tue... http://t.co/EkIETT4DPT #Oil #BRK"
bursamalaysia,529582882893729793,11/4/2014,"KL shares dip 0.32pc on sliding oil prices: KUALA LUMPUR: The benchmark FTSE Bursa Malaysia KLCI (FBM KLCI) sl... http://t.co/5DcuVgiF2j"
OilBRK,529600669385113600,11/4/2014,"Saudi Oil Market Fight Shifts to U.S. as Asia Prices Rise: Saudi Arabia's increase in crude prices f... http://t.co/0WfhYLhBcI #Oil #BRK"
OilBRK,529645923375140864,11/4/2014,"Why cheap oil may not help the US as much anymore: Falling oil prices have always been somewhat of a... http://t.co/XAbMV0L0nv #Oil #BRK"
BloombergNews,529648004991827968,11/4/2014,"U.S. stocks fall as oil prices continue decline and trade numbers disappoint: http://t.co/a1POZmHCn9"
OilBRK,529655555522957312,11/4/2014,"Oil majors: Is the four-year low priced in?: The oil price plunge has not pushed energy shares to ne... http://t.co/HL6rhkDeoP #Oil #BRK"
CrudeOilPrices,529656892097036292,11/4/2014,"Double-digit shale growth not enough for Marathon, latest to take hit on low oil prices. http://t.co/105m9J0FZi"
OilBRK,529663361886089216,11/4/2014,"Oil &amp; Gas Stock Roundup: Exxon, Chevron Beat Earnings Despite Collapsing Oil Prices: The major headl... http://t.co/MFwoQHCUYY #Oil #BRK"
thetimes,529684130230194176,11/4/2014,"Saudis cut oil price in bid to kill fracking http://t.co/tw7uJU94Kr (AP) http://t.co/48ikh8gceN"
OilBRK,529690966236463105,11/4/2014,"Emerald Oil (EOX) Stock Hits One-Year Low as Oil Prices Sink to Four-Year Low: NEW YORK (TheStreet) ... http://t.co/yJgqXpaCOH #Oil #BRK"
OilGasMalaysia,529692141682192384,11/4/2014,"Why We Need Overpriced Oil - The Market Oracle http://t.co/7InxqZP3k6"
OilBRK,529789963248738306,11/5/2014,"Prince Alwaleed: Saudi reliance on oil ‘dangerous’: The fall of crude oil prices below $80 a barrel ... http://t.co/1HK69mol1g #Oil #BRK"
OilBRK,529815043391488000,11/5/2014,"15 ways to play lower oil and more: With crude oil prices hitting multiyear lows, refinery stocks of... http://t.co/SOvHB9dwG8 #Oil #BRK"
malaysiakini,529833339037839360,11/5/2014,"RT @Kinibiz: ‘Oil price plunge good for US consumers’ - Plunging oil prices have given US consumers a break at the gasoline pum... http://t…"
OilBRK,529849217808748545,11/5/2014,"US market indexes open slightly lower, led by declines in energy stocks as price of oil falls: Stock... http://t.co/12AeurxewD #Oil #BRK"
malaysiakini,529870348783599616,11/5/2014,"@rafiziramli : ‘No need for subsidies if oil prices drop further’ http://t.co/1HIfOKFlc2 http://t.co/FLKQgb3iD9"
_MiddleEast_,529910226363760641,11/5/2014,"#MiddleEast Wealth fund urged to tackle oil-price slide: The fall of crude oil prices points to the need for S...  http://t.co/yQQrdSTEQj"
EconBizFin,529951037378273281,11/5/2014,"Such a dramatic fall in the price of crude oil has global consequences. Who wins, who loses? http://t.co/6euBF7M9MV http://t.co/j8ym4f8xrI"
mtechtips,529971651078012928,11/5/2014,"Photo: MTECHTIPS:-NYMEX crude oil up in Asia as API shows supply drop in past week  Crude oil prices gained... http://t.co/3LEBq8bUts"
CNNMoneyInvest,530019546917515264,11/5/2014,"Alibaba investors are doing this today. $BABA stock hit a high of $110 http://t.co/ELM2CAl9Jo http://t.co/gm0hRvHpRw"
OilBRK,530020438189932545,11/5/2014,"Nigeria faces twin currency, budget woes as oil price slumps: By Julia Payne (Reuters) - A sharp dro... http://t.co/h0GBW7TRyz #Oil #BRK"
OilBRK,530020438965907456,11/5/2014,"Oil prices tumble further before US energy report: Oil prices sank further Wednesday, with Brent str... http://t.co/jsePbpO49l #Oil #BRK"
OilBRK,530078942460268544,11/5/2014,"Ongoing Oil Market Turmoil Isn't a 'Crude' Sequel to 2008: As the oil price slumped to a four-year l... http://t.co/3sYrka7AhO #Oil #BRK"
CNNMoneyInvest,530106061265850370,11/5/2014,"It’s been an ugly year for $WFM but the stock is popping 6% after hours on #earnings beat &amp; upbeat guidance."
PlattsOil,530121154246483968,11/5/2014,"EOG Resources to fund top three US resource plays even at lower oil prices, says CEO. Platts story: http://t.co/eSoXtxWwEd #oil"
BloombergNews,530126275114192896,11/5/2014,"One year after going public, Twitter's stock has been a round-trip ticket: http://t.co/reMbWWFlz8 $TWTR http://t.co/51Iss88nqV"
FoxBusiness,530130462081949696,11/5/2014,"RT @jessicaherzberg: How to make $ off midterms? Stock pick, investment ideas &amp; more w/ @cvpayne 6p @FoxBusiness! @MatthewMcCall @scottienh…"
BloombergNews,530148849675804673,11/6/2014,"Nasdaq wins unanimous vote to take over key piece of the $24 trillion stock market's infrastructure: http://t.co/yWMCcqux7x"
LaOilGasAssoc,530195416944357376,11/6/2014,"Market Watch: Lower oil prices carry big geopolitical consequences - http://t.co/X3PM6ire0L - Market Watch reports:Since mid-June, the ..."
OilBRK,530215270854307840,11/6/2014,"US stocks gain as the price of crude oil rebounds: NEW YORK (AP) — Stocks returned to record levels ... http://t.co/PGsbxO7bUe #Oil #BRK"
OilGasMalaysia,530293515906215936,11/6/2014,"Decline in crude oil prices raises concern over shale investments - Livemint http://t.co/SG2ICA57rh"
OilBRK,530311393115791361,11/6/2014,"Oil Price Slide - No Good Way Out: The world is in a dangerous place now. A large share of oil selle... http://t.co/8ytblGl1fd #Oil #BRK"
OilBRK,530344779637219329,11/6/2014,"Oil Price Slide – No Good Way Out: The world is in a dangerous place now. A large share of oil selle... http://t.co/O0HpPZkq99 #Oil #BRK"
OilBRK,530353203674505216,11/6/2014,"The case against US oil abundance: The swift decline in oil prices has the media buzzing about an oi... http://t.co/eslu0HCZYc #Oil #BRK"
oilandgasnews,530353991004479488,11/6/2014,"RT @CNBCWorld: BREAKING: OPEC cuts oil price forecasts as ‘price war’ bites http://t.co/Rs2jWaqWDf"
CrudeOilPrices,530378656334749696,11/6/2014,"Brent crude oil for December delivery fell nearly 50 cents to $82.50 in early trading Thursday. http://t.co/LZLb96XRPS"
EconBizFin,530392704501678081,11/6/2014,"Such a dramatic fall in the price of crude oil has global consequences. Who wins, who loses? http://t.co/uOMnqkYsOw http://t.co/GRFijyqu2G"
NST_Online,530418187020410880,11/6/2014,"Brent crude oil fell towards $82 http://t.co/5r2ctSme0Y"
LaOilGasAssoc,530436993252356096,11/6/2014,"Market Watch: Lower oil prices carry big geopolitical consequences - http://t.co/066y8aiUcC - Market Watch reports:Since mid-June, the ..."
CNNMoneyInvest,530443084921077760,11/6/2014,"The best investment I ever made: Yuan hauled in $100K on Citi stock http://t.co/u00CgB5dUf via @JesseSolomonCNN $C http://t.co/tZfIjecg3C"
OilBRK,530501780220952576,11/6/2014,"Continental's Hamm Stares Down OPEC In Oil Price Standoff: Wildcatters may not be the gamblers they ... http://t.co/E1lRxpHbg0 #Oil #BRK"
OilBRK,530536063455199234,11/7/2014,"Saudi Cut In Oil Price For US May Lead To Price War: Saudi Arabia’s move to cut the cost of its oil ... http://t.co/E6M7ulnheC #Oil #BRK"
OilBRK,530620950023139330,11/7/2014,"Oil price falls? Blame speculation: OPEC head: The plummet in the oil price is down to speculation... http://t.co/g7cmhiu70M #Oil #BRK"
OilBRK,530676614376353792,11/7/2014,"Oil drops below $83 as dollar hits four-year high: Brent crude oil fell below $83 a barrel on Friday... http://t.co/amsL3IReRx #Oil #BRK"
OilBRK,530703151997804545,11/7/2014,"The collapse of oil prices and energy security in Europe: Eventually, production must go down: there... http://t.co/ugBlq0LdEb #Oil #BRK"
LaOilGasAssoc,530716413288144896,11/7/2014,"Bloomberg: BHP Sheds Oil Field Deutsche Bank Values at $450 Million - http://t.co/BwIgdWMigr - Bloomberg reports:A decision by BHP ..."
LaOilGasAssoc,530719881625214976,11/7/2014,"WSJ: Drillers Cut Expansion Plans as Oil Prices Drop - http://t.co/bunHb75BVN - Wall Street Journal reports:U.S. oil drillers from ..."
OilBRK,530722617859133441,11/7/2014,"Oil prices creep higher before key US jobs data: World oil prices nudged higher on Friday as dealers... http://t.co/AZB9ujhRdg #Oil #BRK"
OilGasMalaysia,530749160770002944,11/7/2014,"Decline in crude oil prices raises concern over shale investments - Hellenic Shipping News Worldwide http://t.co/9lxD23hFZi"
CNNMoneyInvest,530824971506184193,11/7/2014,"Doggone it! Freshpet stock up 26% today after IPO. Stock trading at $19 versus IPO price of $15. $FRPT http://t.co/VlhJRMm0TC"
LaOilGasAssoc,530833764583104512,11/7/2014,"BBC: US oil boom: Can the industry survive falling prices? - http://t.co/smYwJ22MSu - BBC reports:Oil production is everywhere in ..."
OilBRK,530900012629102593,11/8/2014,"The case against US oil abundance: The swift decline in oil prices has the media buzzing about an oi... http://t.co/ksjnC8hsxC #Oil #BRK"
OriginOil,530999036674068480,11/8/2014,"Mega-Fracking - This chart says it all. Daily price of U.S. WTI crude oil blend as of yesterday's close http://t.co/Jkb5c0fRBG"
OilBRK,531156705967484930,11/8/2014,"Keystone XL Pipeline Still Economically Viable In Era Of Cheaper Crude Oil: Falling crude oil prices... http://t.co/UrFolb8dBs #Oil #BRK"
LaOilGasAssoc,531268367580033024,11/9/2014,"Bloomberg: BHP Sheds Oil Field Deutsche Bank Values at $450 Million - http://t.co/BwIgdWMigr - Bloomberg reports:A decision by BHP ..."
LaOilGasAssoc,531288592039964672,11/9/2014,"BBC: US oil boom: Can the industry survive falling prices? - http://t.co/smYwJ22MSu - BBC reports:Oil production is everywhere in ..."
LaOilGasAssoc,531329789416570881,11/9/2014,"WSJ: Drillers Cut Expansion Plans as Oil Prices Drop - http://t.co/bunHb75BVN - Wall Street Journal reports:U.S. oil drillers from ..."
LaOilGasAssoc,531474043996610561,11/9/2014,"Bloomberg: BHP Sheds Oil Field Deutsche Bank Values at $450 Million - http://t.co/BwIgdWMigr - Bloomberg reports:A decision by BHP ..."
LaOilGasAssoc,531478937042296832,11/9/2014,"BBC: US oil boom: Can the industry survive falling prices? - http://t.co/smYwJ22MSu - BBC reports:Oil production is everywhere in ..."
EconBizFin,531529199715352577,11/9/2014,"The outstanding stock of foreign-currency bonds issued by emerging-market firms was $679 billion at the end of June http://t.co/e0VOat2kod"
LaOilGasAssoc,531535145392545792,11/9/2014,"WSJ: Drillers Cut Expansion Plans as Oil Prices Drop - http://t.co/bunHb75BVN - Wall Street Journal reports:U.S. oil drillers from ..."
OilGasMalaysia,531635983218114560,11/10/2014,"GST timely amid falling crude oil prices, says brokerage - The Star Online http://t.co/pee7YJP3YU"
OilBRK,531690033334321154,11/10/2014,"Exclusive: KKR prepares more Samson asset sales as oil prices plunge - sources: By Mike Stone and Gr... http://t.co/J15347Hedl #Oil #BRK"
WSJAsia,531723971059019778,11/10/2014,"New stock trading link will give investors access to $2 trillion of Chinese shares http://t.co/koVVeYmbKi http://t.co/lrRKC1p2Yh"
CNNMoneyInvest,531798957471846400,11/10/2014,"Big week for @Sothebys with auction of Mrs. Paul Mellon collection and marquee contemporary art. Solid earnings this am. Stock up 4% $BID"
OilBRK,531809377829658626,11/10/2014,"Oil prices rally on Chinese data: World oil prices rose Monday, gaining strength from solid economic... http://t.co/V9qxJKJ3jQ #Oil #BRK"
OilBRK,531822908490805248,11/10/2014,"Sustained drop in oil price 'could slow Gulf economies': S&amp;P: A prolonged decline in oil prices will... http://t.co/PAimAYZUbR #Oil #BRK"
OilBRK,531822910395006978,11/10/2014,"Oil prices gain ground: Analysts said oil prices could continue trading sideways in the coming weeks... http://t.co/z3XUq2Bw6I #Oil #BRK"
CNNMoneyInvest,531843987389546496,11/10/2014,"Remember that stock market scare? The market doesn’t. Dow is at a new record &amp; the $VIX fear gauge is below 13 for the 1st time since Sept."
WSJMoneyBeat,531878632273481728,11/10/2014,"GoPro's CEO reveals he's selling some of his shares, a few weeks after his stock donation rattled investors http://t.co/VctE7Z8loF $GPRO"
CNNMoneyInvest,531905966544273409,11/10/2014,"Sotheby's stock is up 5% today, but the big bucks will be made at this week's auctions $BID : http://t.co/YwNieJkysV http://t.co/FMKQ5UENbV"
EconBizFin,532090829691977729,11/11/2014,"The outstanding stock of foreign-currency bonds issued by emerging-market firms was $679 billion at the end of June http://t.co/2jepbGCh2A"
PlattsOil,532147052873252864,11/11/2014,"#Kuwait says current #oil price levels won't harm Gulf economies: KUNA; some companies likely to reduce oil sector investment"
CNBCnow,532188304671002624,11/11/2014,"Jack Ma says he is humbled that his company's stock price has soared since IPO. http://t.co/99HydkZm0z"
BloombergNews,532218831599828992,11/11/2014,"Saudi Arabia plans to open its $536 billion stock market to foreigners next year and BlackRock is on it: http://t.co/sR8qwpUSvf"
OilBRK,532226781101584385,11/11/2014,"Early signs of a pullback in US oil drilling: Watch out, US shale boom: Plummeting oil prices are ch... http://t.co/hPIRjWYMGB #Oil #BRK"
WSJMoneyBeat,532282661692506112,11/11/2014,"Bears eye J.C. Penney: The retailer is the 3rd-most shorted stock among companies reporting earnings this week http://t.co/QGjLhaokIt $JCP"
OilBRK,532284398386020352,11/11/2014,"Oil prices mixed amid OPEC output cut speculation: Oil prices traded mixed Tuesday as the market gau... http://t.co/hTfwpemd4u #Oil #BRK"
OilBRK,532330428112203777,11/12/2014,"Stronger dollar could mean $30 oil: Pro: Crude oil prices face several factors that could send it be... http://t.co/5TBEN9eChj #Oil #BRK"
OilBRK,532330428800040960,11/12/2014,"Strong dollar may mean $30 oil: Crude oil prices could fall on a strengthened U.S. dollar, Raoul Pal says. http://t.co/MWIOlPqfyD #Oil #BRK"
malaysiakini,532351698942316544,11/12/2014,"Maybank Investment Bank Research, group chief economist, Suhaimi Ilias said the weakening global crude oil prices... http://t.co/83eAEn5PpL"
OilBRK,532376953647423488,11/12/2014,"The secret sign oil's fall may be over: Are higher oil stock prices indicating crude will play catch... http://t.co/AoSeu3YoOY #Oil #BRK"
BloombergNews,532383563925426176,11/12/2014,"Brent crude oil prices fall to four-year low as crude supply seen growing: http://t.co/iRULEsCDPX"
OilBRK,532459372241092609,11/12/2014,"Low oil prices could hit US shale: IEA: Falling oil prices may cut investment in U.S. shale oil by 1... http://t.co/GFAeS6ak0e #Oil #BRK"
OilBRK,532489311841562624,11/12/2014,"Oil Slide Echoes 2008 Peg Pressure for Nigeria to Saudi: The sharpest drop in oil prices since 2008,... http://t.co/jlpj7sfUC9 #Oil #BRK"
OilBRK,532502585941303296,11/12/2014,"Early signs of a pullback in US oil drilling: Watch out, US shale boom: Plummeting oil prices are ch... http://t.co/U3jUD47Jdv #Oil #BRK"
OilBRK,532518416830066690,11/12/2014,"Low oil prices to bite into 2015 US shale growth: IEA: Falling oil prices may cut investment in U.S.... http://t.co/qkVAA3vtcY #Oil #BRK"
CNNMoneyInvest,532557328634380288,11/12/2014,"Crude oil is still trading under $80 a barrel. But experts warn that $3 gas in the US won't last http://t.co/8ntjlyY9FB via @IvanaKottasova"
OriginOil,532573701355872256,11/12/2014,"Mega-Fracking - This chart says it all. Daily price of U.S. WTI crude oil blend as of yesterday's close http://t.co/Jkb5c0fRBG"
EY_OilGas,532584906665496576,11/12/2014,"#EY'?s #US #oil and #gas quarterly outlook shows oil price slide could threaten expected growth in production http://t.co/2TcFKkd5wE"
EnergyTomorrow,532586186481475584,11/12/2014,"Did you know: The US oil &amp; natgas industry has invested $81B in greenhouse gas mitigation technologies. http://t.co/C7vHXsbIz9"
BloombergNews,532598298625191937,11/12/2014,"RT @BBGBillionaires: Retailers Ortega, Persson and Yanai rose a combined $2bln yesterday on fashion stock rebounds: http://t.co/MJwrRYvXUH …"
CNNMoneyInvest,532620711865876481,11/12/2014,"Let's get this straight: @Macys cuts forecast for holiday sales, yet $M stock jumps 4%. Why? http://t.co/P97rR4xlNK http://t.co/uuX1IupExa"
BloombergNews,532622586812043264,11/12/2014,"BREAKING: Brent Crude oil drops below $80 a barrel for the first time in over four years: http://t.co/LlZsG0FE2s"
PeakOil,532628220781539329,11/12/2014,"RT @BloombergNews: BREAKING: Brent Crude oil drops below $80 a barrel for the first time in over four years: http://t.co/LlZsG0FE2s"
CNNMoneyInvest,532645800682483712,11/12/2014,"RT @MattMEgan5: This #cybersecurity stock is going straight up after hours. $CYBR +17% on blowout #earnings, strong outlook #infosec"
OilBRK,532650942185758720,11/12/2014,"Oil falls as traders doubt OPEC output cut: Crude oil prices fell Wednesday as traders calculated th... http://t.co/ELKDWKjdJ7 #Oil #BRK"
OilBRK,532754368907329536,11/13/2014,"Oil Tankers Stream Toward China as Price Drop Sparks Boom: Add oil shippers to the list of winners f... http://t.co/8CU59gC2oQ #Oil #BRK"
OilVoice,532833523124957184,11/13/2014,"Continental's Hamm stares down OPEC in oil price standoff http://t.co/BmmEKderAo"
OilBRK,532839224089645056,11/13/2014,"Brent oil hits four-year low below $80, awaits OPEC: Brent crude oil fell to a four-year low below $... http://t.co/wOGsHPap3V #Oil #BRK"
OilBRK,532839224806875136,11/13/2014,"Oil below $80 as slow China chimes with OPEC warning: By Marc Jones LONDON (Reuters) - Oil fell belo... http://t.co/Qs0uWPidav #Oil #BRK"
OilBRK,532899296459243521,11/13/2014,"Worried about plunging oil prices? Ottawa isn’t: Federal Finance Minister Joe Oliver will provide Ca... http://t.co/Vu70PX71SL #Oil #BRK"
SkyNewsBiz,532961417419563009,11/13/2014,"RT @PeterHoskinsSky: With Brent crude oil down another 2.6% today at around $78 a barrel, @SkyIanKingLive at 6.30 looks at what low oil pri…"
BloombergNews,532976818144681985,11/13/2014,"RT @BBGCanada: Oil shippers to Asia, ahoy! Oil-price drop sparks China's demand and shippers' delight. http://t.co/sbLgDUEgKG http://t.co/G…"
EconBizFin,532978754994569216,11/13/2014,"The outstanding stock of foreign-currency bonds issued by emerging-market firms was $679 billion at the end of June http://t.co/Tvvk5G5adr"
CrudeOilPrices,532986472899813376,11/13/2014,"U.S. lowers 2015 gasoline price forecast by more than 10 percent because of lower oil prices. http://t.co/vBPfJRotvE"
OilBRK,532994120273248256,11/13/2014,"Oil supplies may not keep up with demand, IEA says: Oil prices may be low now, but don't bank on che... http://t.co/AUyoGQV4I7 #Oil #BRK"
CNNMoneyInvest,533005529086709760,11/13/2014,"Guess who closed at an all-time high stock price today? = WalMart  valued at $82.94 http://t.co/3XhWmZmIJa $WMT http://t.co/TvHAHdLUn2"
OilBRK,533030478832340992,11/13/2014,"Oil collapses as OPEC stands back and US booms: Oil prices cratered as government data showed U.S. o... http://t.co/WEt6Ie7kxP #Oil #BRK"
OilBRK,533030480367472641,11/13/2014,"Oil collapses as OPEC stands back: Oil prices cratered as government data showed U.S. oil production... http://t.co/LAeMVmFi7M #Oil #BRK"
OilBRK,533218948481683456,11/14/2014,"Oil-Price Rout Seen Deepening by IEA as Pressure on OPEC Mounts: Oil prices could slide from a four-... http://t.co/pImh5DPcqj #Oil #BRK"
LaOilGasAssoc,533250572921470978,11/14/2014,"Advocate: Price of oil takes another sharp drop - http://t.co/5dFOA6Da7U - The Advocate reports:The price of oil took another sharp ..."
CNNMoneyInvest,533268031049584640,11/14/2014,"Can you guess the most popular stock owned by members of Congress? [Hint: It's not $AAPL] http://t.co/4bDFNP0Ct0 http://t.co/whCFj8twPd"
OilBRK,533287535296798720,11/14/2014,"IEA sees new era, no quick rebound in oil prices: The oil market has entered a new era with lower Ch... http://t.co/m3Uygm5MzR #Oil #BRK"
CNNMoneyInvest,533366201574252545,11/14/2014,"What a day for @richardbranson et al.: Virgin America stock jumps 30% after IPO. http://t.co/oogHFfFkij $VA http://t.co/vwcQTJsGFb"
CNNMoneyInvest,533367564685283330,11/14/2014,"Despite having its bonds declared 'junky' by S&amp;P, Twitter stock gained 4.5% Friday http://t.co/Pk2CWd92l0 $TWTR http://t.co/WkqKhTez9a"
LaOilGasAssoc,533461418515763200,11/15/2014,"Advocate: Price of oil takes another sharp drop - http://t.co/5dFOA6Da7U - The Advocate reports:The price of oil took another sharp ..."
RT_com,533616221829484544,11/15/2014,"Despite low oil prices, Russian ruble ‘has potential for strengthening’ – Central Bank head http://t.co/vRDKU8SORx http://t.co/ZhoKGSWmAE"
LaOilGasAssoc,533767250428178432,11/15/2014,"Advocate: Price of oil takes another sharp drop - http://t.co/5dFOA6Da7U - The Advocate reports:The price of oil took another sharp ..."
LaOilGasAssoc,533951020276015104,11/16/2014,"Advocate: Price of oil takes another sharp drop - http://t.co/5dFOA6Da7U - The Advocate reports:The price of oil took another sharp ..."
malaysiakini,533952592817426432,11/16/2014,"Deputy minister proposes RON95 price cutAhmad Maslan urges this if crude oil prices go down to US$70-75 per barrel. http://t.co/7DvjVT3ZF7"
CNBCnow,534076560446590976,11/16/2014,"Sources: Actavis near deal to acquire Allergan in cash &amp; stock deal worth more than $210/shr. http://t.co/wMHcGYbhxR http://t.co/Zhyg535GbK"
OilBRK,534096078690193408,11/16/2014,"Sorry OPEC-oil will likely test $50 in 2015: Increasing amounts of crude oil are hitting the global ... http://t.co/50ZN23v0aL #Oil #BRK"
OilBRK,534119911224643584,11/16/2014,"Nigeria slashes budget as oil price plummets: Nigeria -- Africa's biggest oil producer -- is being f... http://t.co/aSe3bOXQlM #Oil #BRK"
PlattsOil,534254636132470784,11/17/2014,"What does the current oil price mean for Middle East Crude Oil markets? Join us at #PlattsCOS http://t.co/7OasC3KT8m http://t.co/rjvxJuCvjS"
OilVoice,534286753226842112,11/17/2014,"At the Wellhead: A drop in the price of oil is not all good news for China http://t.co/t3MAi8EZ8s"
OilBRK,534297896066097153,11/17/2014,"Cracks widen at OPEC as oil prices tumble: Oil prices firmly below $80 a barrel are rattling nerves ... http://t.co/mjxFbqhfdu #Oil #BRK"
OilBRK,534297896871403520,11/17/2014,"Cracks widen at OPEC as oil price falls: Oil prices firmly below $80 a barrel are rattling nerves wi... http://t.co/9UFrNOAfR4 #Oil #BRK"
LaOilGasAssoc,534320354164883457,11/17/2014,"Advertiser: Price drop prompts uneasiness in the oil industry - http://t.co/JHomtwkqi7 - The Advertiser reports:It is safe to say that ..."
LaOilGasAssoc,534320678929838081,11/17/2014,"Town Talk: Oil price drop creates havoc in Louisiana budget - http://t.co/3Z2UbE7tGY - The Town Talk reports:BATON ROUGE – Gov. Bobby J ..."
CNNMoneyInvest,534325554515034112,11/17/2014,"$BHI soars 16% premkt after deal with $HAL announced. Will low oil prices spark a wave of energy consolidation?http://t.co/onN46Aegaz"
WSJAsia,534348814619279360,11/17/2014,"Breaking: Pharmaceutical giant Actavis to pay $66 billion in cash and stock for Allergan http://t.co/9U2VbvB8tz"
RT_com,534367954360868864,11/17/2014,"China opens up $4.2tn stock market to world via Hong Kong http://t.co/9l6QHtqU7G http://t.co/aE9uYfPTKB"
BloombergNews,534378064017649664,11/17/2014,"Rosneft --  the world’s largest oil company -- faces $21B of debt maturities before April: http://t.co/YvRZ5vYjRk http://t.co/hzX8k8dD2X"
OilBRK,534385469941764097,11/17/2014,"Murphy Oil Continues to Suffer on Weak Crude Oil Prices: On Nov 14, we issued an updated research re... http://t.co/gUf3W7q3Xx #Oil #BRK"
EY_OilGas,534398330017939459,11/17/2014,"#EY?s #US #oil and #gas quarterly outlook shows oil price slide could threaten expected growth in production http://t.co/lNMZyHgZPh"
OilBRK,534410604937633792,11/17/2014,"Oil down, stocks mixed as Japan slips into recession: Oil prices fell and global equity markets were... http://t.co/0ybQGgS43u #Oil #BRK"
LaOilGasAssoc,534439554535534592,11/17/2014,"Washington Times: Repeal of U.S. oil export ban would lower gas prices, studies show - http://t.co/V1MkH3Nr3x - The Washington Times ..."
BloombergNews,534499325351833600,11/18/2014,"Abe gave $1 trillion to Japan's stock market and all he got was a lousy recession: http://t.co/sqhACpz2zO http://t.co/0TAFHRjgMs"
LaOilGasAssoc,534514331015069696,11/18/2014,"Advertiser: Price drop prompts uneasiness in the oil industry - http://t.co/JHomtwkqi7 - The Advertiser reports:It is safe to say that ..."
LaOilGasAssoc,534530551177162752,11/18/2014,"Town Talk: Oil price drop creates havoc in Louisiana budget - http://t.co/3Z2UbE7tGY - The Town Talk reports:BATON ROUGE – Gov. Bobby J ..."
LaOilGasAssoc,534697320290349056,11/18/2014,"Town Talk: Oil price drop creates havoc in Louisiana budget - http://t.co/3Z2UbE7tGY - The Town Talk reports:BATON ROUGE – Gov. Bobby J ..."
OilBRK,534708343416176640,11/18/2014,"Oil prices rebound slightly: Oil prices recovered slightly on Tuesday as the prospect of OPEC cuttin... http://t.co/rf9rwoOni9 #Oil #BRK"
OilBRK,534708344674476033,11/18/2014,"Oil Slips, Traders Test OPEC's Willingness to Cut: Brent crude oil slipped to $79 a barrel on Tuesda... http://t.co/kvx1tCPbjH #Oil #BRK"
LaOilGasAssoc,534777705175080960,11/18/2014,"Washington Times: Repeal of U.S. oil export ban would lower gas prices, studies show - http://t.co/V1MkH3Nr3x - The Washington Times ..."
